	1Hz	2Hz	3Hz	4Hz	5Hz	6Hz	7Hz	8Hz	9Hz	10Hz	11Hz	12Hz	13Hz	14Hz	15Hz	16Hz	17Hz	18Hz	19Hz	20Hz	21Hz	22Hz	23Hz	24Hz	25Hz	26Hz	27Hz	28Hz	29Hz	30Hz	31Hz	32Hz	33Hz	34Hz	35Hz	36Hz	37Hz	38Hz	39Hz	40Hz	41Hz	42Hz	43Hz	44Hz	45Hz	46Hz	47Hz	48Hz	49Hz	50Hz	51Hz	52Hz	53Hz	54Hz	55Hz	56Hz	57Hz	58Hz	59Hz	60Hz	61Hz	62Hz	63Hz	64Hz	65Hz	66Hz	67Hz	68Hz	69Hz	70Hz	71Hz	72Hz	73Hz	74Hz	75Hz	76Hz	77Hz	78Hz	79Hz	80Hz	81Hz	82Hz	83Hz	84Hz	85Hz	86Hz	87Hz	88Hz	89Hz	90Hz	91Hz	92Hz	93Hz	94Hz	95Hz	96Hz	97Hz	98Hz	99Hz	100Hz	101Hz	102Hz	103Hz	104Hz	105Hz	106Hz	107Hz	108Hz	109Hz	110Hz	111Hz	112Hz	113Hz	114Hz	115Hz	116Hz	117Hz	118Hz	119Hz	120Hz	121Hz	122Hz	123Hz	124Hz	125Hz	126Hz	127Hz	128Hz
sample_10	0.5000724285641586	0.6095063173211945	0.5025727339419811	0.4939638246649637	0.4596225135981421	0.3658123699017526	0.4119805536843579	0.2741650761305765	0.2959578800026766	0.2239621724073991	0.2048730431549151	0.2325191016073689	0.2142215054551301	0.2111380986020323	0.2436287980665935	0.3506282883076169	0.2727365935927694	0.364333407197111	0.3290026423867222	0.3863512837319274	0.372201538703434	0.3709082817189726	0.4220509885304684	0.4124257948468185	0.4263623320096729	0.3750306617648161	0.3830114395534226	0.3695083526099807	0.3034901052865348	0.2812728599948205	0.2464127138087963	0.1696452043347817	0.1652649281696903	0.1126276865822033	0.1085101283172817	0.0712913255244602	0.0367960979705476	0.0688508511073651	0.0725139928528178	0.1278254268846675	0.1650590438883475	0.1670477170313719	0.2119031271408542	0.1978366851197568	0.2398144955673716	0.2537133092821284	0.2557477748320059	0.3043827705797697	0.2783430809190901	0.301414302324436	0.2767877064789359	0.2938716114014753	0.2723587498143631	0.2426761828190989	0.2371606139814366	0.1801290999685968	0.1778650161435966	0.1587502581030107	0.1264275411113565	0.1363415737160032	0.1039387215368198	0.0936119678666822	0.0891967375861673	0.1703411184087257	0.1219110183468523	0.1852202197780576	0.1570964837026791	0.2192118495796156	0.2130208956985828	0.219092395521745	0.2736512261085902	0.238841625270362	0.2998288383491989	0.2645305890471008	0.2928640348271447	0.3311508208356741	0.2991136357691408	0.3045634860876639	0.2954612061933806	0.2592991726746874	0.2638259579682642	0.2094401237727537	0.2341660493658264	0.191814793281677	0.1959622559958869	0.1757435782984507	0.1423179303157959	0.196039153660152	0.1365327229105276	0.1659111718727719	0.1490444454728521	0.1849092671640847	0.1640260366921092	0.199527401264953	0.2137726441070039	0.2276318408456933	0.2484378701173708	0.2635360804038421	0.3012913339254601	0.3207690239187522	0.3382946230411076	0.3272546221027564	0.334321945715037	0.3283666785436818	0.2992031630508457	0.2959708136260907	0.2861772764454533	0.2914426637416117	0.2629570662308098	0.2540867880230215	0.2424459862461706	0.263559088575668	0.2232914117317754	0.2278437225385549	0.2105713928934959	0.2030046503108284	0.2006979568720863	0.2002427934604661	0.2373493723418	0.1890406637087346	0.258233828254141	0.2280936855357383	0.278388898578725	0.2878862985847731	0.3158974098189738	0.3428499359045125	0.3244674612655164	0.387194899701282
sample_11	0.4485167526759624	0.5806112403194614	0.4622430128079149	0.4639910013496958	0.4240893908419512	0.3227811127021452	0.3755058847553114	0.2309582414647896	0.2513879963072638	0.1711188724639514	0.1423936225266987	0.1706662958809617	0.1538604680892576	0.1575739169317641	0.193516650833635	0.3378253675916355	0.2337886764884371	0.3465449359054756	0.3012686920272768	0.3662357766345314	0.3504827283961739	0.3423966288312446	0.4032024249126845	0.3834937212452068	0.4009864114855541	0.342629262855421	0.3515596242761436	0.3408792582144565	0.2708274992603304	0.2558131371287268	0.2160222310469275	0.1539169411128574	0.1361269442258536	0.0888471240698758	0.0801842945289631	0.0402817020748475	0.0207112211957861	0.0330201680627491	0.0883471595207016	0.1129102656276192	0.1700532547119761	0.1567523640298512	0.2047680722249778	0.1968051962823705	0.2285249679032908	0.2452370707172418	0.2357780804713628	0.2911350385099748	0.2539910785543469	0.2791874872354597	0.2476711222974529	0.2663827265472457	0.2434567386431009	0.2117017457338308	0.2076643736945731	0.1440250554687641	0.1452039172840455	0.1272523158789663	0.0859331948440737	0.1040605080454854	0.0553153189688407	0.0392491714067584	0.0397796103733672	0.1490643198366924	0.089448684874876	0.1680271755531958	0.1337445879862675	0.2110271068438291	0.1955443908595995	0.2006864586446919	0.2575393062694064	0.2112485055056232	0.2771792723892906	0.2346799246660938	0.2621717621773692	0.3049509032682967	0.2652943769493872	0.2735588453240907	0.2621842408288825	0.2209546209935583	0.2325804747362639	0.1696807502825368	0.2019363442657537	0.1551651957715442	0.1580094906883837	0.136044358314251	0.0932776901603535	0.151791586590144	0.0863019450550819	0.1201393109065298	0.1049718501179527	0.1452925540522164	0.1235460337752594	0.1675187441498727	0.1808532363382592	0.201101928403068	0.2148027163054738	0.2320010241965043	0.2693756597944153	0.2884782417696696	0.3049670170516108	0.2924640101415321	0.3031283730593404	0.293192093425852	0.2685300949093382	0.2602315478890502	0.2538094611871031	0.2613937856820793	0.2304837709093587	0.2174910429678172	0.2028542835517555	0.2289231162329163	0.1758571267466998	0.1815505505852197	0.1603290095498624	0.1533072058872691	0.1512515534693579	0.153699740858525	0.1952610253443494	0.1436790401249852	0.2177307690981553	0.1842938418918154	0.237630783334787	0.2466159141841731	0.2750322567210682	0.2992792967717829	0.2792681558691635	0.3433008145440088
sample_12	0.4657526755224879	0.5837647343714429	0.4732239692476014	0.4682731968245079	0.4299446624981533	0.331834597886969	0.3813861641612636	0.2399631589652197	0.2588471116388005	0.1824764460631983	0.1548556451325388	0.1847016454260929	0.1660419927720279	0.1684185017820081	0.2041531136531596	0.3389623514417187	0.2447237881317676	0.3475397506786742	0.3088906035454732	0.3690517939224881	0.3552730432000969	0.3498492411587459	0.4077267801769533	0.3949464694014752	0.4081195512422554	0.3545429773094612	0.3623715691982965	0.3508747607438001	0.2827085669067407	0.2639106882340526	0.2268203070332478	0.1581646253976741	0.1444474161470128	0.0972091429993814	0.088558167686723	0.0493403351905239	0.0123539383597825	0.0371548709781047	0.0779064084345296	0.1155422429413935	0.1660971501588078	0.1597537012035111	0.2054863669169425	0.1967400409853819	0.2335456783989125	0.2484061320670139	0.2445155192978878	0.2982188794479393	0.2655470412525532	0.2904775172961129	0.2605179337766687	0.280585906176386	0.2566585756444818	0.2254742093899304	0.2205488659247306	0.1563372871832607	0.1584094172073587	0.1386441630211658	0.1009051737496282	0.1163798879418771	0.0694571071283529	0.0558785110353588	0.0515984292556282	0.1515934859474908	0.0979826393736102	0.1701108825792319	0.1394740785849746	0.2134618557136557	0.2006165823495881	0.2071205431880644	0.2624189164629023	0.2207898249193413	0.2850740294445706	0.2458322352272831	0.2742026463890301	0.3172182159983928	0.2796827107507617	0.2872353114754305	0.2756165541913095	0.2360096353527117	0.2436820090357261	0.1837205195604908	0.2128033347619862	0.1671167971700697	0.169751063168689	0.1465080809747813	0.1066114398449146	0.1626133889182335	0.0972468912585525	0.1296183788200554	0.1137068280221325	0.1529237151290808	0.1327330061406066	0.173621847604647	0.1905406365364604	0.2060800844938954	0.2242473612207636	0.2422104115417156	0.2807725944547365	0.302778595791093	0.3180435701502466	0.3082464083141861	0.3166148204373811	0.3082565958022288	0.2816011161705696	0.2728968502482306	0.2671166335124407	0.2733372118622756	0.2418819868812073	0.229516623508767	0.2154851488118468	0.2408326724468453	0.1883260673494395	0.1928084912908654	0.1726947331976552	0.1645281378518504	0.1616144573119461	0.1665839185803558	0.2050414892418822	0.1558917833937437	0.2295140659629286	0.1976273085561458	0.2525925004760421	0.262802875868823	0.2926777224688218	0.3193163570559607	0.2987310698102446	0.3675610185865571
sample_13	0.3823326194280399	0.5516468958348982	0.4173930322177033	0.4128278997331703	0.3937993362560979	0.2727308793238955	0.3482650782588511	0.1963211927680855	0.2203270345844149	0.1554063985264469	0.1159091138049175	0.1604120969828443	0.1523949670552872	0.1439830889484318	0.181148549638768	0.3462803314494859	0.1987973879666888	0.3394767825045993	0.2614932067589331	0.335606675342179	0.3188010440206116	0.2938516378297336	0.3730858084380039	0.3337093617728109	0.3662139425887541	0.2966603679142788	0.3042858720055857	0.3090746507034118	0.2177394563589666	0.2184162572117087	0.1743727327524914	0.1224943464649234	0.1095809079954664	0.0613735795592319	0.066996180706149	0.0282549972355029	0.0397606645781225	0.0354135345086908	0.1016620712398603	0.1027632167553219	0.1696486989184131	0.1331317237174613	0.1871757440410082	0.1779109305056244	0.1919838061122218	0.2157375982211483	0.1898132667147203	0.25931575678015	0.2063093780120049	0.2403346847477125	0.2082950895551137	0.2241025373259991	0.2068989459445718	0.1687900579761361	0.1746392254785663	0.106419372826501	0.1117102227449766	0.1038034929246153	0.0548662876440917	0.0971541921137664	0.0407425097624093	0.0166118895032302	0.0248847785695205	0.1523672312982066	0.0594787159953184	0.162505439649094	0.1052755368700964	0.1863092981963072	0.1680847046036706	0.1572823171708081	0.227784235075252	0.1550578939485807	0.2373293582382951	0.1862754384416678	0.2080470401473518	0.2664024041832687	0.2089519542980316	0.2297977697687549	0.2179761030672465	0.1629187258018319	0.198073658575498	0.1155854165148871	0.1713086894447654	0.1176596991997658	0.1266108893952518	0.1182712925913549	0.0590818516263364	0.1400578590560462	0.062426261439627	0.0990555483584193	0.0845835064100889	0.1171444551100493	0.0917096483010764	0.1400433487376156	0.1365048978844788	0.1699740860180069	0.1723681260215802	0.1940083531801786	0.2287155070974592	0.2479303979151549	0.2680242430174235	0.2499088173100381	0.2639424199729001	0.257450600540174	0.2244348404164819	0.2253243306379354	0.2146919797649603	0.2251305897244093	0.203379103972134	0.1868168371666211	0.1816424651634615	0.2101323706980186	0.1577568208875223	0.1744494757370213	0.1416511676322885	0.1465455638712745	0.1396790853202983	0.1306966585886356	0.1858390313772283	0.1145189383770699	0.1984720434844903	0.1541752003804261	0.2051458525701317	0.2176471813809496	0.2417025817915519	0.26543481459212	0.2490534229420296	0.3088128589812853
sample_14	0.5664547194930615	0.6585534724704604	0.5586807922825775	0.559163521013842	0.5084462333079989	0.4152271812057274	0.4445013416286426	0.3204993907957219	0.3200773402182865	0.2455143028465803	0.2207190294921019	0.2319848586128549	0.2171878614163254	0.2211534369779538	0.2576616225873427	0.3542105337923327	0.3061433107193288	0.3950674463256771	0.3720663083134159	0.4415613010086713	0.4238005712921663	0.4305445017887503	0.4701600678535754	0.4652357296260108	0.4724256599453453	0.4254563719422636	0.4287067425009653	0.4111966833953703	0.3472142081789141	0.3212996299135117	0.2797235941394284	0.2107975617850735	0.1854853504911705	0.1321271980046547	0.1155449031301486	0.0635259721048465	0.0278665616667237	0.0616082230120159	0.0821503503202677	0.1275021606207616	0.183664563052616	0.1853374802285822	0.2349836839875775	0.2347050300378108	0.2747821232574695	0.2906121948457388	0.2931480312621953	0.3372741124599659	0.3144341890790552	0.3339749593772557	0.3116489599342882	0.3206468156190121	0.3024707656677265	0.2722978019529956	0.2630251806583868	0.212471471313195	0.1995606897930082	0.1790352138839626	0.1386967078186438	0.1370870531335506	0.0959992756427209	0.0785699794140004	0.0729059145555856	0.1293961418552376	0.1114090824735753	0.1681420006228139	0.1582532464084795	0.2242469313593192	0.2258601832217741	0.2420092083021009	0.288937436802489	0.2772023929509668	0.3256962345954538	0.3043008174937853	0.331491451078287	0.3653465796002961	0.3403298544318616	0.3478856239118907	0.3357100590989192	0.3160722264000491	0.3075852396395657	0.2641812406659031	0.2748640837664628	0.2366240815326371	0.2295125060718306	0.200839760378714	0.1709320889577194	0.1956149144229612	0.1431757509044502	0.1635952253541664	0.1489988646525752	0.1840266127446982	0.174713115646561	0.2135016893225205	0.2342728272719003	0.2595151857581692	0.2830697921080017	0.3043438358405693	0.3467128885795629	0.3627935735494427	0.3875064603590197	0.3751094776190136	0.3950102281182798	0.3841444920813966	0.3652739436154998	0.357643586943035	0.3486099390978457	0.3533615872955728	0.312778064105101	0.3057427527370341	0.2816531637424397	0.2922756953034705	0.2429247078219609	0.2383138729704537	0.2204954086028581	0.2075790633379942	0.2095407248701346	0.2132549999410953	0.250407959838462	0.2220849274502097	0.2855698648514894	0.2731047356600414	0.3224549268909629	0.3370058134385209	0.3639069963945938	0.393015621281667	0.3791045038708544	0.427266322801256
sample_15	0.7337613789593762	0.7605442305785292	0.6939763453766352	0.6761428527535661	0.6074896171136195	0.5274389948276318	0.5057918939224781	0.396774098774789	0.3503513849998682	0.2618160698671921	0.2078572153282509	0.1891147800560359	0.1831797510482222	0.212374581060397	0.272292156093541	0.3663372105974625	0.3852707583572953	0.4688132328480433	0.4941347920929763	0.565686309439446	0.5690707414063761	0.5927578871559314	0.6223732435458057	0.6255203284367955	0.6262671712288203	0.5917559664471982	0.5853871901301191	0.5539358506009675	0.4954079601310038	0.4499504087180898	0.3947021283095989	0.3248727508122593	0.2641157552823089	0.1991888595539635	0.1467509207497878	0.0738742824010031	0.010002120073383	0.0498508169520176	0.1191363315363775	0.1671892043817615	0.2445186657864071	0.2712539699011226	0.3292797812718188	0.3560903268343695	0.4010033612087473	0.4287620608664486	0.4385823035761206	0.4766151258781412	0.4659503785153728	0.4728402366949391	0.4581498471621531	0.4548155446419506	0.4362723930061749	0.404737977746515	0.3815105134785104	0.339700960049792	0.3026804510095319	0.2684366485604451	0.2148447890608497	0.1899794493583106	0.1202996127677114	0.0860885850225546	0.0324889599979774	0.0440330246294435	0.0754143757412222	0.136067607861437	0.1705238884434482	0.2406590051799721	0.2686650329737357	0.3109894897648851	0.3574007237391184	0.3862088414625185	0.4239757849188574	0.4339030129481134	0.4631788654709433	0.4934576177905183	0.4879717724900137	0.4957933161807169	0.4880867549967415	0.4866925485144611	0.4600523014978841	0.4281540758629784	0.4093017336414071	0.3698608344168176	0.3366493169662378	0.2820073988312328	0.240171307610516	0.1953557502036268	0.1409807787121584	0.1084199778083302	0.089463247233099	0.1314574733434775	0.1602443208109887	0.2230718737486346	0.2790029873493629	0.3262552579948276	0.3813379932718808	0.4267256198728467	0.4876058121464368	0.5135320281350284	0.554068482385177	0.5564787506731718	0.5825006391666342	0.5770649778608694	0.5668460917282367	0.5495620570261247	0.5310404281116388	0.5224369244273716	0.4630033158301594	0.4285320247734866	0.3798621386239098	0.3490853577795701	0.2708118728364931	0.2273315177061756	0.1887949738166369	0.1600184019016476	0.1772303266435686	0.2133370380588108	0.2701875987650714	0.303322029837086	0.3774982559958876	0.4114882282041363	0.4699823435126032	0.511614379333329	0.5466149994306322	0.5810352304515719	0.5858011856620225	0.6188370727529482
sample_16	0.5755441868927748	0.6459633396956032	0.5712599977081256	0.5672569319100053	0.5121503680653714	0.4310107429738675	0.4525734887065535	0.3324678517420176	0.3295416771690773	0.2655250363372002	0.2373258352985011	0.2541411808078995	0.2373009264205265	0.2306027697601211	0.2737521146289399	0.3649374506485155	0.3209280655909783	0.3944284982059923	0.383951114122692	0.4450700964271059	0.4308630480020232	0.4365375090837841	0.4823409805149498	0.4739746068135261	0.4832941229519003	0.4353490027994338	0.4420412273869963	0.4298356167409718	0.3626218111985166	0.3450440703734878	0.3007543136747825	0.2390844016767078	0.2095039091927614	0.1628759438875363	0.1425277620095884	0.0958374735813707	0.0681390267088504	0.086251792293695	0.0878709558609912	0.1413631554623329	0.1845654680121901	0.1967713136547267	0.2454634732823976	0.2434756806882495	0.288851460835107	0.3088850001751617	0.3112707614023409	0.3624162569895862	0.3395178715575866	0.3586709870274314	0.3385154201990927	0.3518970259504847	0.3320586258365848	0.302143577042311	0.2928713312344725	0.243276620489067	0.230103633102962	0.209441501629941	0.1712830704429761	0.1680737998071986	0.1336178505393229	0.1179781285010064	0.1122310307420125	0.1703797128111727	0.1481704215661609	0.1957337719288216	0.1892877113617687	0.2521684616383188	0.2541710854256649	0.2698287314682685	0.318993907584234	0.3056060904498216	0.3540889920115485	0.3303351370381698	0.3570437390254115	0.3923791284228562	0.3650117879367819	0.3649948269413683	0.3565929432688489	0.3320812930505505	0.3219816031286217	0.2782210633827389	0.2873170978992576	0.2473992669201359	0.2402655721718141	0.2119525966550124	0.1820817843164401	0.2144513638215568	0.1685558792169163	0.1832998464109797	0.1799869373058039	0.2122388269154687	0.2018688925053302	0.240547464483036	0.2597703007448113	0.2864141504465909	0.2995364532921417	0.3261780537069618	0.3583299114713911	0.3794112070274898	0.3962998030958334	0.3856596226277197	0.39892750802471	0.3922747025623581	0.3703658773196571	0.3611010963486792	0.3517215147479874	0.3537854433209713	0.3182305027589218	0.3016229905977445	0.2897760904078981	0.2930990067267245	0.2535420548606704	0.2465093337974365	0.2363863905344503	0.22528630612661	0.2265238704461857	0.2363153759147401	0.2664935241102241	0.2429640927365562	0.3012701885380324	0.2924652045439503	0.3347663881424409	0.3515323333350181	0.3804687703934116	0.3974175266661577	0.3928213152443248	0.4371786495710949
sample_17	0.5050788318690496	0.5809801775329871	0.4986843572375396	0.5090177008492062	0.4431431673143421	0.3515551259237437	0.3819936225727252	0.2616610596809441	0.253162524041405	0.1725680120293351	0.1402973692499016	0.154056744193693	0.142908171868402	0.1562178483355921	0.1971034712843342	0.3347692957034841	0.258136299448678	0.3445303377729301	0.3279585441001948	0.3934412487881542	0.3722364972857441	0.3668144834804954	0.4179314395604621	0.4146810918761411	0.4098517215166694	0.3557174697146218	0.3616064740353804	0.3544554998415052	0.2840638306742366	0.2613009353574191	0.2222435514583043	0.1793295502397895	0.1350207229124989	0.0968972218283991	0.0759834281071404	0.0445641434499971	0.0277741584079414	0.0380399607667955	0.0949519936983213	0.1275194277488927	0.1749968188549535	0.1695310309334932	0.2142441331666215	0.2164735754963641	0.2440344872747589	0.2543013712908958	0.2545912876881108	0.3062640737425727	0.2679878846584168	0.2830019676534706	0.2560533654589202	0.2693550660928779	0.2447482822261429	0.2135078406945118	0.2034779055121159	0.1422212134892078	0.1397068766693856	0.1199617319460445	0.0801101609659938	0.0790782434334219	0.0484789623480829	0.0469353128811278	0.0605535890569392	0.1697498782657631	0.1219298980050326	0.1745723910133602	0.1659009744660478	0.2360161214882098	0.2193578239128404	0.2218456010335543	0.2708639355165159	0.245469696135134	0.2864509825507688	0.2485530876431163	0.2713335758029476	0.3068046684300469	0.2702634661061491	0.2678086900944177	0.2555560567386853	0.2207688623470533	0.2195125199365887	0.1743875303349823	0.1898781580206515	0.1486263382016041	0.1484239320966387	0.1302917975407341	0.1055189064947052	0.1547671745416905	0.112734824967502	0.1380262221506874	0.1376674198466978	0.178081882934315	0.1584774430045592	0.1899500400824852	0.2083009776656061	0.2408937010450063	0.2344611049507428	0.2485517652283388	0.2737964731754322	0.2961422945854276	0.3015808801997838	0.2846877718478176	0.2933492823479622	0.2743348179914114	0.2607007075536107	0.2477671606923287	0.2421493929938538	0.2458407959240625	0.2191069914770751	0.2106656089745739	0.2014757035029056	0.2179661701013299	0.1853648534509289	0.1906103823930207	0.1824273292457905	0.1768361711915548	0.175523438096506	0.1769643487646704	0.2057418266178236	0.1634498284701248	0.2194742245947389	0.1926296967186779	0.2277043183443883	0.2306939226242202	0.2574728441546599	0.2751173876032571	0.2543417012504634	0.2901848797479929
sample_18	0.4459290163406466	0.0569979505469884	0.3537402333961046	0.598931186618474	0.3985229867361244	0.1106493467732528	0.290863850152415	0.5407510147555308	0.3131325291350093	0.06758051204327	0.3151307223469062	0.4612204179200409	0.2873952187677541	0.0528863090455382	0.3073797067044485	0.5635928330929818	0.3310568445860662	0.0460579114396954	0.3055749271688442	0.5250715405815178	0.3695276638511541	0.0817453049782401	0.3017168197019397	0.5631887958087215	0.3403709652742888	0.0837531841252835	0.3463852398844858	0.5642783723520841	0.3579303861586285	0.0844391005170532	0.3479606336031084	0.6698535562764619	0.3878451389587835	0.096430162405711	0.3064844130705645	0.5379892408887168	0.3661561094546279	0.1100396385554356	0.2884935852423558	0.5225136124392	0.3136999532108845	0.0858351942834657	0.3176765572736653	0.4742272895545119	0.3042082721023259	0.058756010695997	0.2963747550928358	0.5222230046003964	0.3164693140043408	0.0671638302704583	0.2497237500786392	0.4303589383508226	0.3137166234124731	0.1044082404144276	0.2521626173934648	0.4802509867355325	0.2925510826231525	0.1120813461498915	0.3249078273059012	0.5143034250419466	0.3260524774557675	0.1134863851675035	0.3647982754748642	0.6766891638898912	0.3713056742272986	0.1009130777184841	0.3281692659188427	0.5447401982498898	0.3576378150496467	0.1068437433691172	0.2834933377938532	0.4947694306166306	0.2861053306963186	0.0839244222467664	0.289871193774021	0.4281120637098586	0.274692058835252	0.0731952909847685	0.2665714783069803	0.4676368543823493	0.2842771987763816	0.0837799701919561	0.273811438865266	0.4483930706604946	0.306157486684152	0.0974995924137603	0.2966126621730426	0.5053890113787513	0.2817739748927947	0.1092663871596302	0.3519233468452289	0.5325476538741967	0.3160338642456555	0.0825553393443362	0.3696404155241253	0.6651614268890247	0.3674423647555515	0.0848671220178432	0.3086604508147277	0.5251300913476116	0.3513855052305731	0.1135884790015121	0.2840878728831766	0.4996937681100005	0.2893767028386108	0.0989352553992985	0.316924495954739	0.4478351583245736	0.2697294735869815	0.0773131953411164	0.3119349353946826	0.4900236095158102	0.2836077171936662	0.0454548335525126	0.2834381533452293	0.4462461003742785	0.3143571911565538	0.0725622893964839	0.2817655280147938	0.501324877735786	0.2981860937483534	0.0947547932795574	0.3428754931442943	0.5361070681030906	0.3391392064420018	0.1036912545018952	0.3739432404501355	0.6765670851607619
sample_19	0.5615172724408641	0.6339633369323556	0.5573033085421049	0.5523039057568238	0.4944044660215831	0.4114523798944428	0.4369057384617871	0.3110454238443837	0.3075906154177295	0.2360667141364791	0.2043641078078964	0.2188596697510998	0.2019943603132297	0.1998486401944605	0.2443485612510822	0.3453880305102937	0.3016350099840026	0.3801326991985306	0.3709190781561147	0.4371603248155906	0.4208171309388174	0.4286787136147716	0.47694505637872	0.4697141767047881	0.4777919985163369	0.4319344532206625	0.4394960473627153	0.4257566675543753	0.359793900308147	0.339205697250331	0.2955598161498858	0.2343170011670546	0.1995833376535562	0.1532175408887526	0.1309756253136152	0.078392946070473	0.0428067049471118	0.0594191625254632	0.0776178520391265	0.1270473938910543	0.181239462864177	0.191572241781096	0.240816658100464	0.2427779537703281	0.2892256897997291	0.3087961412211712	0.3091687641107609	0.3637739669720155	0.3386494960084274	0.3574229597073411	0.3354418761345707	0.3481883284306899	0.3287828561264996	0.2966229769053888	0.2868111053944285	0.2357410102422151	0.2219402817127116	0.1981051204772831	0.1576377913212762	0.1532205115336213	0.1092354882653709	0.0910061272803422	0.0825212632338872	0.1435625483135052	0.1266047932178527	0.1781918320450124	0.173307343276394	0.2428708012403068	0.2451417420861326	0.262205064911222	0.3125339969348079	0.3011739159773473	0.3498157038590387	0.3257077641446054	0.354745999289083	0.3908898470173501	0.3644176154866094	0.365186461409465	0.3554591986524159	0.3361204643810579	0.3210988121635153	0.2759597921428729	0.283757181608684	0.2438501816458161	0.2328599640103291	0.1998480347220125	0.167418394239625	0.1930383441901413	0.1440224179244313	0.1575794521473364	0.1536842581850076	0.1897732896331605	0.1812824034235036	0.2227928332644742	0.2475369253966055	0.2741794205509735	0.2895600123508746	0.3180909549334169	0.3573678118665866	0.3765594981536755	0.3948760362374421	0.3851355608256198	0.3994281103953181	0.3920253996669834	0.3711289833582775	0.357233653492825	0.348287719538977	0.354276532611712	0.3094606707429864	0.2913054778749976	0.2770208209556947	0.2802959110489328	0.2279422049274438	0.2198291499775214	0.207656411968797	0.1908575528617251	0.1943484858851662	0.2077807240092747	0.239861108613649	0.2196506615818989	0.283064482783652	0.274324877599407	0.3214049263189069	0.3410044472559237	0.3704261896825505	0.3905042251504534	0.3854757870627785	0.4370511738352192
